boundary_file	surface	file_kind	direction	transport	call_name	assignment_status	enum_source	arg_output_source_hints	worker_scope	notes
src/boundary/mp/cgame/syscalls/CGAME_MEMCPY.rs	MP cgame	call	module_to_engine	syscall	CGAME_MEMCPY	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CGAME_MEMCPY.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CGAME_MEMSET.rs	MP cgame	call	module_to_engine	syscall	CGAME_MEMSET	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CGAME_MEMSET.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CGAME_PERPENDICULARVECTOR.rs	MP cgame	call	module_to_engine	syscall	CGAME_PERPENDICULARVECTOR	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CGAME_PERPENDICULARVECTOR.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CGAME_SIN.rs	MP cgame	call	module_to_engine	syscall	CGAME_SIN	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CGAME_SIN.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CGAME_SQRT.rs	MP cgame	call	module_to_engine	syscall	CGAME_SQRT	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CGAME_SQRT.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CGAME_STRNCPY.rs	MP cgame	call	module_to_engine	syscall	CGAME_STRNCPY	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CGAME_STRNCPY.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CGAME_TESTPRINTFLOAT.rs	MP cgame	call	module_to_engine	syscall	CGAME_TESTPRINTFLOAT	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CGAME_TESTPRINTFLOAT.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CGAME_TESTPRINTINT.rs	MP cgame	call	module_to_engine	syscall	CGAME_TESTPRINTINT	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CGAME_TESTPRINTINT.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_ADDCOMMAND.rs	MP cgame	call	module_to_engine	syscall	CG_ADDCOMMAND	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_ADDCOMMAND.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_ANYLANGUAGE_READCHARFROMSTRING.rs	MP cgame	call	module_to_engine	syscall	CG_ANYLANGUAGE_READCHARFROMSTRING	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_ANYLANGUAGE_READCHARFROMSTRING.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_ARGC.rs	MP cgame	call	module_to_engine	syscall	CG_ARGC	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_ARGC.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_ARGS.rs	MP cgame	call	module_to_engine	syscall	CG_ARGS	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_ARGS.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_ARGV.rs	MP cgame	call	module_to_engine	syscall	CG_ARGV	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_ARGV.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_AS_ADDPRECACHEENTRY.rs	MP cgame	call	module_to_engine	syscall	CG_AS_ADDPRECACHEENTRY	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_AS_ADDPRECACHEENTRY.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_AS_GETBMODELSOUND.rs	MP cgame	call	module_to_engine	syscall	CG_AS_GETBMODELSOUND	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_AS_GETBMODELSOUND.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_AS_PARSESETS.rs	MP cgame	call	module_to_engine	syscall	CG_AS_PARSESETS	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_AS_PARSESETS.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_CIN_DRAWCINEMATIC.rs	MP cgame	call	module_to_engine	syscall	CG_CIN_DRAWCINEMATIC	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_CIN_DRAWCINEMATIC.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_CIN_PLAYCINEMATIC.rs	MP cgame	call	module_to_engine	syscall	CG_CIN_PLAYCINEMATIC	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_CIN_PLAYCINEMATIC.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_CIN_RUNCINEMATIC.rs	MP cgame	call	module_to_engine	syscall	CG_CIN_RUNCINEMATIC	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_CIN_RUNCINEMATIC.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_CIN_SETEXTENTS.rs	MP cgame	call	module_to_engine	syscall	CG_CIN_SETEXTENTS	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_CIN_SETEXTENTS.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_CIN_STOPCINEMATIC.rs	MP cgame	call	module_to_engine	syscall	CG_CIN_STOPCINEMATIC	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_CIN_STOPCINEMATIC.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_CM_BOXTRACE.rs	MP cgame	call	module_to_engine	syscall	CG_CM_BOXTRACE	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_CM_BOXTRACE.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_CM_CAPSULETRACE.rs	MP cgame	call	module_to_engine	syscall	CG_CM_CAPSULETRACE	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_CM_CAPSULETRACE.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_CM_INLINEMODEL.rs	MP cgame	call	module_to_engine	syscall	CG_CM_INLINEMODEL	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_CM_INLINEMODEL.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_CM_LOADMAP.rs	MP cgame	call	module_to_engine	syscall	CG_CM_LOADMAP	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_CM_LOADMAP.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_CM_MARKFRAGMENTS.rs	MP cgame	call	module_to_engine	syscall	CG_CM_MARKFRAGMENTS	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_CM_MARKFRAGMENTS.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_CM_NUMINLINEMODELS.rs	MP cgame	call	module_to_engine	syscall	CG_CM_NUMINLINEMODELS	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_CM_NUMINLINEMODELS.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_CM_POINTCONTENTS.rs	MP cgame	call	module_to_engine	syscall	CG_CM_POINTCONTENTS	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_CM_POINTCONTENTS.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_CM_REGISTER_TERRAIN.rs	MP cgame	call	module_to_engine	syscall	CG_CM_REGISTER_TERRAIN	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_CM_REGISTER_TERRAIN.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_CM_TEMPBOXMODEL.rs	MP cgame	call	module_to_engine	syscall	CG_CM_TEMPBOXMODEL	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_CM_TEMPBOXMODEL.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_CM_TEMPCAPSULEMODEL.rs	MP cgame	call	module_to_engine	syscall	CG_CM_TEMPCAPSULEMODEL	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_CM_TEMPCAPSULEMODEL.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_CM_TRANSFORMEDBOXTRACE.rs	MP cgame	call	module_to_engine	syscall	CG_CM_TRANSFORMEDBOXTRACE	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_CM_TRANSFORMEDBOXTRACE.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_CM_TRANSFORMEDCAPSULETRACE.rs	MP cgame	call	module_to_engine	syscall	CG_CM_TRANSFORMEDCAPSULETRACE	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_CM_TRANSFORMEDCAPSULETRACE.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_CM_TRANSFORMEDPOINTCONTENTS.rs	MP cgame	call	module_to_engine	syscall	CG_CM_TRANSFORMEDPOINTCONTENTS	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_CM_TRANSFORMEDPOINTCONTENTS.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_CVAR_GETHIDDENVALUE.rs	MP cgame	call	module_to_engine	syscall	CG_CVAR_GETHIDDENVALUE	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_CVAR_GETHIDDENVALUE.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_CVAR_REGISTER.rs	MP cgame	call	module_to_engine	syscall	CG_CVAR_REGISTER	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_CVAR_REGISTER.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_CVAR_SET.rs	MP cgame	call	module_to_engine	syscall	CG_CVAR_SET	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_CVAR_SET.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_CVAR_UPDATE.rs	MP cgame	call	module_to_engine	syscall	CG_CVAR_UPDATE	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_CVAR_UPDATE.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_CVAR_VARIABLESTRINGBUFFER.rs	MP cgame	call	module_to_engine	syscall	CG_CVAR_VARIABLESTRINGBUFFER	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_CVAR_VARIABLESTRINGBUFFER.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_ERROR.rs	MP cgame	call	module_to_engine	syscall	CG_ERROR	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_ERROR.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_FS_FCLOSEFILE.rs	MP cgame	call	module_to_engine	syscall	CG_FS_FCLOSEFILE	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_FS_FCLOSEFILE.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_FS_FOPENFILE.rs	MP cgame	call	module_to_engine	syscall	CG_FS_FOPENFILE	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_FS_FOPENFILE.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_FS_GETFILELIST.rs	MP cgame	call	module_to_engine	syscall	CG_FS_GETFILELIST	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_FS_GETFILELIST.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_FS_READ.rs	MP cgame	call	module_to_engine	syscall	CG_FS_READ	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_FS_READ.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_FS_WRITE.rs	MP cgame	call	module_to_engine	syscall	CG_FS_WRITE	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_FS_WRITE.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_FX_ADDBEZIER.rs	MP cgame	call	module_to_engine	syscall	CG_FX_ADDBEZIER	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_FX_ADDBEZIER.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_FX_ADDELECTRICITY.rs	MP cgame	call	module_to_engine	syscall	CG_FX_ADDELECTRICITY	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_FX_ADDELECTRICITY.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_FX_ADDLINE.rs	MP cgame	call	module_to_engine	syscall	CG_FX_ADDLINE	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_FX_ADDLINE.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_FX_ADDPOLY.rs	MP cgame	call	module_to_engine	syscall	CG_FX_ADDPOLY	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_FX_ADDPOLY.rs	single-file assignment; preserve Raven comments; add args/output source locations
src/boundary/mp/cgame/syscalls/CG_FX_ADDPRIMITIVE.rs	MP cgame	call	module_to_engine	syscall	CG_FX_ADDPRIMITIVE	port_args_output	oracle/oracle/codemp/cgame/cg_public.h	oracle/oracle/codemp/cgame/cg_syscalls.c; oracle/oracle/codemp/cgame/cg_local.h; oracle/oracle/codemp/client/cl_cgame.cpp	src/boundary/mp/cgame/syscalls/CG_FX_ADDPRIMITIVE.rs	single-file assignment; preserve Raven comments; add args/output source locations
